,geometry,address
3271,POINT (-71.6179097 -37.0068109),"Cerro El Planchón, Yungay, Provincia de Diguillín, Región de Ñuble, Chile"
3272,POINT (71.247499 30.3308401),پاکستان
3273,POINT EMPTY,
3274,POINT EMPTY,
3275,POINT (-83.9210261 35.9603948),"Knoxville, Knox County, East Tennessee, Tennessee, United States"
3276,POINT (33.32274106211046 35.22789255),"Yakın Doğu Üniversitesi, LF.84, Lefkoşa, Kuzey Kıbrıs, 99150, Κύπρος - Kıbrıs"
3277,POINT (-47.8326792 -15.7646517),"Parada de ônibus da QL 16, Estrada Parque Península Norte, Lago Norte, Região Geográfica Imediata do Distrito Federal, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária do Distrito Federal, Distrito Federal, Região Centro-Oeste, 71530-220, Brasil"
3278,POINT EMPTY,
3279,POINT EMPTY,
3280,POINT (31.0934902 58.1564909),"Якутская коновязь сэргэ (столб сэргэ), Дачная улица, Ретлё, Наговское сельское поселение, Старорусский район, Новгородская область, Северо-Западный федеральный округ, Россия"
3281,POINT (92.1044709 27.5035347),"Sela-Pass, Dirang ADC, West Kameng district, Arunachal Pradesh, India"
3282,POINT (-70.8797721 48.3407795),"Bagotville, Arrondissement de La Baie, Ville de Saguenay, Saguenay–Lac-Saint-Jean, Québec, G7B 3M6, Canada"
3283,POINT EMPTY,
3284,POINT EMPTY,
3285,POINT EMPTY,
3286,POINT (-63.854835 -11.705617),"São Tomé, Príncipe da Beira, Costa Marques, Região Geográfica Imediata de Ji-Paraná, Região Geográfica Intermediária de Ji-Paraná, Rondônia, Região Norte, Brasil"
3287,POINT (-76.831741741596 39.275735850000004),"Ellicott City, Howard County, Maryland, United States"
3288,POINT (-45.6626797 -23.3864203),"Paraibuna, Região Imediata de São José dos Campos, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, 12260-000, Brasil"
3289,POINT (127.770163 26.360996),"嘉手納町, 中頭郡, 沖縄県, 日本"
3290,POINT (4.47775 51.9244424),"Rotterdam, Zuid-Holland, Nederland"
3291,POINT EMPTY,
3292,POINT (9.1338008 42.0597203),"Monte Renoso, Ghisoni, Corte, Haute-Corse, Corse, France métropolitaine, 20227, France"
3293,POINT EMPTY,
3294,POINT (-112.602336124358 41.1762016),"Great Salt Lake, Utah, United States"
3295,POINT (-162.5977621 66.8982057),"Kotzebue, Northwest Arctic, Alaska, United States"
3296,POINT EMPTY,
3297,POINT (50.8352024 61.6685237),"Сыктывкар, городской округ Сыктывкар, Республика Коми, Северо-Западный федеральный округ, 167000, Россия"
3298,POINT EMPTY,
3299,POINT EMPTY,
3300,POINT (58.3823487 37.9404648),"Aşgabat, Türkmenistan"
3301,POINT EMPTY,
3302,POINT EMPTY,
3303,POINT EMPTY,
3304,POINT EMPTY,
3305,POINT EMPTY,
3306,POINT EMPTY,
3307,POINT EMPTY,
3308,POINT (-73.8354124 40.6039936),"Jamaica Bay, Queens County, City of New York, New York, 11693, United States"
3309,POINT EMPTY,
3310,POINT EMPTY,
3311,POINT (37.1847273 38.1157672),"Medetsiz Dağı, Ekinözü, Kahramanmaraş, Akdeniz Bölgesi, 46360, Türkiye"
3312,POINT EMPTY,
3313,POINT (-176.6390321 51.8736127),"Adak, Unorganized Borough, Alaska, 99546, United States"
3314,POINT (2.9999825 28.0000272),Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
3315,POINT (114.16886287297179 22.2764965),"SUN STREET 日街 - Near Moon Street 在月街附近, 永樂里 Wing Lok Lane, 灣仔南 Wan Chai South, 灣仔 Wan Chai, 灣仔區 Wan Chai District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国"
3316,POINT EMPTY,
3317,POINT (-1.2029 50.6034575),"St Boniface Down, Wroxall, Isle of Wight, England, PO38 1DR, United Kingdom"
3318,POINT EMPTY,
3319,POINT (-40.3376682 -20.3200917),"Vitória, Região Geográfica Imediata de Vitória, Região Metropolitana da Grande Vitória, Região Geográfica Intermediária de Vitória, Espírito Santo, Região Sudeste, Brasil"
3320,POINT EMPTY,
3321,POINT EMPTY,
3322,POINT EMPTY,
3323,POINT EMPTY,
3324,POINT (2.4077003 48.7350308),"Villeneuve-le-Roi, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94290, France"
3325,POINT EMPTY,
3326,POINT EMPTY,
3327,POINT EMPTY,
3328,POINT EMPTY,
3329,POINT (17.9414463 40.6353118),"Take off, Via Giordano Bruno, Centro, Brindisi, Puglia, 72100, Italia"
3330,POINT (74.2657649 31.4707072),"EDGE MANPOWER SERVICES LEADING RECRUITMENT AGENCY IN PAKISTAN, Office No 324 , Block H-2 Near Shimla Bakers , Johar Town, Minjah-ul-Hussain Road, Johar Town, لاہور, Lahore District, پنجاب, 54000, پاکستان"
3331,POINT EMPTY,
3332,POINT (3.0843818 48.8121301),"Coulommiers, Meaux, Seine-et-Marne, Île-de-France, France métropolitaine, 77120, France"
3333,POINT (10.3976599 45.8556421),"Monte Matto, Bagolino, Comunità montana della Valle Sabbia, Brescia, Lombardia, Italia"
3334,POINT EMPTY,
3335,POINT EMPTY,
3336,POINT EMPTY,
3337,POINT EMPTY,
3338,POINT (-75.8330934 39.6065073),"Elkton, Cecil County, Maryland, United States"
3339,POINT (67.828989 33.3149631),"ولایت غزنی, افغانستان"
3340,POINT (-59.0245097 -34.0954713),"Zárate, Partido de Zárate, Buenos Aires, 2800, Argentina"
3341,POINT (33.9954368 38.3615389),"Near the Grand Çakiroglu Suit Hotel, Ankara - Adana Yolu, Hacılar Harmanı, Aksaray Merkez, Aksaray, İç Anadolu Bölgesi, 68200, Türkiye"
3342,POINT (-82.36011793561752 29.61941755),"Lofts Oasis of Gainsville, Gainesville, Alachua County, Florida, United States"
3343,POINT (-63.6781103 -22.0136831),"Yacuiba, Yacuíba, Gran Chaco, Tarija, Bolivia"
3344,POINT (75.3652863 33.3467599),"mountain pass, Banihal, Ramban district, Jammu and Kashmir, India"
3345,POINT (124.2854351 8.0047262),"Marawi, Lanao del Sur, Bangsamoro, 9700, Philippines"
3346,POINT (-90.0575717 30.0321462),"Lake Oaks Park, Lake Oaks, Milneburg, New Orleans, Orleans Parish, Louisiana, 70148, United States"
3347,POINT (131.4270217 33.1819875),"大分県, 日本"
3348,POINT EMPTY,
3349,POINT (88.3776088 22.7641623),"Barrackpore, North 24 Parganas, West Bengal, 700122, India"
3350,POINT (50.4763591 55.448217),"Татарстан, Приволжский федеральный округ, Россия"
3351,POINT (-87.6355657 41.8909589),"Illinois, North Franklin Street, River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States"
3352,POINT EMPTY,
3353,POINT EMPTY,
3354,POINT (14.4292922 40.8224148),"Vesuvio, Ottaviano, Napoli, Campania, 80041, Italia"
3355,POINT (44.061803 9.561733),"Hargeysa هرجيسا, وقويي جالبيد Woqooyi Galbeed, Soomaaliland أرض الصومال, Soomaaliya الصومال"
3356,POINT (-162.2604161 64.6173758),"Elim, Nome, Alaska, 99739, United States"
3357,POINT (-121.9544387 37.7648021),"San Ramon, Contra Costa County, California, United States"
3358,POINT EMPTY,
3359,POINT EMPTY,
3360,POINT (-46.8492435 -23.7176303),"Itapecerica da Serra, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
3361,POINT EMPTY,
3362,POINT (120.6478282 24.163162),"臺中市, 臺灣"
3363,POINT (-73.8362379 45.6342923),"Sainte-Thérèse, Thérèse-De Blainville, Laurentides, Québec, Canada"
3364,POINT EMPTY,
3365,POINT EMPTY,
3366,POINT (57.6368464213531 80.57916125),"Остров Хейса, Приморский район, Архангельская область, Северо-Западный федеральный округ, 163100, Россия"
3367,POINT EMPTY,
3368,POINT EMPTY,
3369,POINT EMPTY,
3370,POINT (75.6528858 32.2692452),"Pathankot, Pathankot Tahsil, Pathankot district, Punjab, 145001, India"
3371,POINT EMPTY,
3372,POINT EMPTY,
3373,POINT EMPTY,
3374,POINT EMPTY,
3375,POINT (-52.3966606 -28.2550598),"Passo Fundo, Região Geográfica Imediata de Passo Fundo, Região Geográfica Intermediária de Passo Fundo, Rio Grande do Sul, Região Sul, Brasil"
3376,POINT (-77.615214 43.157285),"City of Rochester, Monroe County, New York, United States"
3377,POINT EMPTY,
3378,POINT (47.8306554 -22.8215796),"Farafangana, Atsimo-Atsinanana, Province de Fianarantsoa, Madagasikara / Madagascar"
3379,POINT (100.63944758619968 19.995933),"ເມືອງປາກທາ, ບໍ່ແກ້ວ, ປະເທດລາວ"
3380,POINT (-51.368101 -27.088141),"Ibicaré, Região Geográfica Imediata de Joaçaba-Herval d'Oeste, Região Geográfica Intermediária de Chapecó, Santa Catarina, Região Sul, Brasil"
3381,POINT EMPTY,
3382,POINT (139.8076939278656 33.1024935),"八丈島, 東京都, 日本"
3383,POINT (30.2046418 59.9372321),"Cozy apartment near sea, 1, бульвар Александра Грина, Морской, округ Морской, Санкт-Петербург, Северо-Западный федеральный округ, 199226, Россия"
3384,POINT EMPTY,
3385,POINT (-77.0023295 38.9028013),"Laos in Town, 250, K Street Northeast, NoMa, Near Northeast, Washington, District of Columbia, 20002, United States"
3386,POINT (8.1571142 47.3215135),"Dürrenäsch, Bezirk Kulm, Aargau, 5724, Schweiz/Suisse/Svizzera/Svizra"
3387,POINT EMPTY,
3388,POINT (2.8953121 42.6985304),"Perpignan, Pyrénées-Orientales, Occitanie, France métropolitaine, France"
3389,POINT EMPTY,
3390,POINT EMPTY,
3391,POINT (-73.8006429 40.7029134),"Jamaica, Queens County, City of New York, New York, 11435, United States"
3392,POINT EMPTY,
3393,POINT EMPTY,
3394,POINT EMPTY,
3395,POINT (-78.724196 40.8728411),"Mahaffey, Clearfield County, Pennsylvania, 15757, United States"
3396,POINT (-84.2988296 33.892176),"Chamblee, DeKalb County, Georgia, 30341, United States"
3397,POINT (122.7500577 11.5895171),"Roxas, Capiz, Western Visayas, 5800, Philippines"
3398,POINT EMPTY,
3399,POINT EMPTY,
3400,POINT EMPTY,
3401,POINT EMPTY,
3402,POINT (3.6899884664233786 51.54499055),"Haringvreter, Veere, Zeeland, Nederland"
3403,POINT (33.922 48.68626),"Лихівка, Лихівська селищна громада, Кам'янський район, Дніпропетровська область, 52120-52122, Україна"
3404,POINT EMPTY,
3405,POINT EMPTY,
3406,POINT EMPTY,
3407,POINT EMPTY,
3408,POINT EMPTY,
3409,POINT EMPTY,
3410,POINT (-74.6201691 40.0301105),"Fort Dix, New Hanover Township, Burlington County, New Jersey, 08640, United States"
3411,POINT (-61.5334077 16.2408636),"Pointe-à-Pitre, Guadeloupe, 97110, France"
3412,POINT EMPTY,
3413,POINT EMPTY,
3414,POINT EMPTY,
3415,POINT (90.389015 23.7644025),"ঢাকা, ঢাকা মহানগর, ঢাকা জেলা, ঢাকা বিভাগ, 1215, বাংলাদেশ"
3416,POINT EMPTY,
3417,POINT EMPTY,
3418,POINT (3.0951001 36.6981025),"TipS_off bureau tabac, Route de Gué de Constantine, Gué de Constantine, Djasr Kasentina ⴵⵙⴻⵔ ⴽⵙⴻⵏⵟⵉⵏⴰ جسر قسنطينة, Bir Mourad Raïs, Alger الجزائر, 16048, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر"
3419,POINT (13.1764996 32.6859736),"قصر بن غشير, الجفارة, ليبيا"
3420,POINT (-74.4113926 40.518157),"Edison, Middlesex County, New Jersey, United States"
3421,POINT EMPTY,
3422,POINT EMPTY,
3423,POINT (-84.783936 45.552789),"Pellston, McKinley Township, Emmet County, Michigan, United States"
3424,POINT (124.2411508 8.2281556),"Iligan, Northern Mindanao, 9200, Philippines"
3425,POINT EMPTY,
3426,POINT EMPTY,
3427,POINT EMPTY,
3428,POINT EMPTY,
3429,POINT EMPTY,
3430,POINT EMPTY,
3431,POINT (109.1898675 12.2431693),"Nha Trang, Tỉnh Khánh Hòa, Việt Nam"
3432,POINT EMPTY,
3433,POINT (-172.00829609835512 -13.83077365),"Faleolo International Airport, Airport Road, Faleatiu, Aʻana, Sāmoa"
3434,POINT EMPTY,
3435,POINT EMPTY,
3436,POINT EMPTY,
3437,POINT EMPTY,
3438,POINT EMPTY,
3439,POINT EMPTY,
3440,POINT (-72.94798981548601 41.0508886),"Long Island Sound, New York, 06390, United States"
3441,POINT EMPTY,
3442,POINT EMPTY,
3443,POINT (23.8222636 -2.9814344),République démocratique du Congo
3444,POINT (9.8392428 46.4978958),"Sankt Moritz, Maloja, Graubünden/Grischun/Grigioni, 7500, Schweiz/Suisse/Svizzera/Svizra"
3445,POINT EMPTY,
3446,POINT (82.9234509 55.0282171),"городской округ Новосибирск, Новосибирская область, Сибирский федеральный округ, Россия"
3447,POINT (35.1182867 47.8507859),"Запоріжжя, Запорізька міська громада, Запорізький район, Запорізька область, 69000-69499, Україна"
3448,POINT (11.9045338 44.0015511),"Rivolto, Galeata, Unione di Comuni della Romagna Forlivese, Forlì-Cesena, Emilia-Romagna, 47010, Italia"
3449,POINT EMPTY,
3450,POINT EMPTY,
3451,POINT EMPTY,
3452,POINT EMPTY,
3453,POINT EMPTY,
3454,POINT EMPTY,
3455,POINT (46.034683 51.530018),"городской округ Саратов, Саратовская область, Приволжский федеральный округ, 410000, Россия"
3456,POINT EMPTY,
3457,POINT (77.3849422 9.8415861),"Chinnamanur, Uthamapalayam, Theni District, Tamil Nadu, 626515, India"
3458,POINT EMPTY,
3459,POINT EMPTY,
3460,POINT EMPTY,
3461,POINT EMPTY,
3462,POINT EMPTY,
3463,POINT EMPTY,
3464,POINT EMPTY,
3465,POINT (102.6061996 20.5533518),"Pha Khao, 1C, Nongian, ເມືອງງອຍ, ຫລວງພະບາງ, 06050, ປະເທດລາວ"
3466,POINT EMPTY,
3467,POINT EMPTY,
3468,POINT EMPTY,
3469,POINT EMPTY,
3470,POINT EMPTY,
3471,POINT EMPTY,
3472,POINT EMPTY,
3473,POINT EMPTY,
3474,POINT EMPTY,
3475,POINT EMPTY,
3476,POINT (-66.1109318 8.0018709),Venezuela
3477,POINT EMPTY,
3478,POINT (20.1550863 54.9417552),"Светлогорск, Светлогорский городской округ, Калининградская область, Северо-Западный федеральный округ, Россия"
3479,POINT EMPTY,
3480,POINT (-90.7005025 29.4066079),"Dulac, Terrebonne Parish, Louisiana, 70353, United States"
3481,POINT EMPTY,
3482,POINT EMPTY,
3483,POINT EMPTY,
3484,POINT EMPTY,
3485,POINT EMPTY,
3486,POINT (-117.6484304 34.065846),"Ontario, San Bernardino County, California, United States"
3487,POINT EMPTY,
3488,POINT (120.490254 14.8645114),"Carmina Sison - 25 Zone 2 Balsic. 3K's Sari Sari Store Near Elementary. Cpin, Jose Abad Santos Avenue, Fiesta Communities Hermosa, Hermosa, Bataan, Central Luzon, 2111, Philippines"
3489,POINT (-71.4547891 42.9956397),"Manchester, Hillsborough County, New Hampshire, United States"
3490,POINT (-79.9414313 37.270973),"Roanoke, Virginia, United States"
3491,POINT (-117.98066710708025 34.140122250000005),"Quality Inn Near City of Hope, 1125, East Huntington Drive, Monrovia, Los Angeles County, California, 91016, United States"
3492,POINT (-72.9250518 41.3082138),"New Haven, South Central COG, Connecticut, United States"
3493,POINT EMPTY,
3494,POINT (-123.796139 40.100569),"Garberville, Humboldt County, California, 95542, United States"
3495,POINT (142.8197834 43.4519831),"北海道, 日本"
3496,POINT EMPTY,
3497,POINT EMPTY,
3498,POINT EMPTY,
3499,POINT EMPTY,
3500,POINT (-69.7792759 44.310545),"Augusta, Kennebec County, Maine, 04330, United States"
3501,POINT EMPTY,
3502,POINT EMPTY,
3503,POINT (23.58535 42.18),"Рила планина, Самоков, Софийска, България"
3504,POINT (-68.6571058 -9.0659556),"Sena Madureira, Região Geográfica Imediata de Sena Madureira, Região Geográfica Intermediária de Rio Branco, Acre, Região Norte, 69940-000, Brasil"
3505,POINT EMPTY,
3506,POINT (-74.7697347 2.1131213),"San Vicente del Caguán, Caquetá, RAP Amazonía, 182010, Colombia"
3507,POINT (-89.5891008 40.6938609),"Peoria, Peoria County, Illinois, United States"
3508,POINT (-75.3934911 40.726519),"Bath, Northampton County, Pennsylvania, United States"
3509,POINT EMPTY,
3510,POINT EMPTY,
3511,POINT (-81.330414 48.477473),"Timmins, Cochrane District, Northeastern Ontario, Ontario, Canada"
3512,POINT (125.1305726 8.1550421),"Malaybalay, Bukidnon, Northern Mindanao, Philippines"
3513,POINT EMPTY,
3514,POINT EMPTY,
3515,POINT EMPTY,
3516,POINT (103.6609889 19.5908178),"ນາປາ, ເມືອງຄຳ, ຊຽງຂວາງ, ປະເທດລາວ"
3517,POINT EMPTY,
3518,POINT EMPTY,
3519,POINT (-61.5639255 16.2500695),"French West Indies, Baie-Mahault, Basse-Terre, Guadeloupe, 97122, France"
3520,POINT EMPTY,
3521,POINT EMPTY,
3522,POINT EMPTY,
3523,POINT EMPTY,
3524,POINT EMPTY,
3525,POINT EMPTY,
3526,POINT EMPTY,
3527,POINT EMPTY,
3528,POINT EMPTY,
3529,POINT (107.7898857 15.4399678),"Khâm Đức, Phước Sơn, Tỉnh Quảng Nam, Việt Nam"
3530,POINT (-118.171005 33.898917),"Paramount, Los Angeles County, California, 90723, United States"
3531,POINT (-1.9838889 43.3224219),"Donostia - San Sebastián, Donostialdea, Gipuzkoa, Euskadi, España"
3532,POINT EMPTY,
3533,POINT (-91.7604389 38.1114322),"Vichy, Maries County, Missouri, 65580, United States"
3534,POINT EMPTY,
3535,POINT (-35.5631137 -8.1993049),"Gravatá, Região Geográfica Imediata de Caruaru, Região Geográfica Intermediária de Caruaru, Pernambuco, Região Nordeste, Brasil"
3536,POINT (120.5986163 16.4085905),"Chili's, Governor Pack Road, Court of Appeals Compound, Session Road Area, Baguio, Cordillera Administrative Region, 2600, Philippines"
3537,POINT (8.9753958 49.0641578),"Pfaffenhofen, Verwaltungsverband Oberes Zabergäu, Landkreis Heilbronn, Baden-Württemberg, 74397, Deutschland"
3538,POINT (-118.226624 33.894927),"Compton, Los Angeles County, California, United States"
3539,POINT EMPTY,
3540,POINT (-123.113952 49.2608724),"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
3541,POINT (31.2470999 30.7152872),"زفتى, الغربية, 31641, مصر"
3542,POINT EMPTY,
3543,POINT EMPTY,
3544,POINT EMPTY,
3545,POINT (-75.6901106 45.4208777),"Ottawa, Eastern Ontario, Ontario, Canada"
3546,POINT EMPTY,
3547,POINT EMPTY,
3548,POINT (39.1653612 21.5810088),"جدة, محافظة جدة, منطقة مكة المكرمة, 23434, السعودية"
3549,POINT EMPTY,
3550,POINT (-6.2602964 53.3498006),"Dublin, Dublin 1, Leinster, Éire / Ireland"
3551,POINT EMPTY,
3552,POINT EMPTY,
3553,POINT (-77.0638567 41.6795186),"Blossburg, Tioga County, Pennsylvania, 16912, United States"
3554,POINT (-77.38831707115956 34.781344950000005),"Quality Inn Jacksonville Near Camp Lejeune, 2139, North Marine Boulevard, Sunset Acres, Jacksonville, Onslow County, North Carolina, 28546, United States"
3555,POINT (42.733333 18.3),"خميس مشيط, محافظة خميس مشيط, منطقة عسير, 62411, السعودية"
3556,POINT (114.1989525425513 22.3301046),"啟德 Kai Tak, 沐元街 Muk Yuen Street, 啟德城中心 Kai Tak City Centre, 啟德 Kai Tak, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国"
3557,POINT EMPTY,
3558,POINT EMPTY,
3559,POINT EMPTY,
3560,POINT EMPTY,
3561,POINT EMPTY,
3562,POINT (13.4117863 52.5398428),"South Vietnam, 146a, Schönhauser Allee, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10435, Deutschland"
3563,POINT (-0.7233101 51.0481925),"Fernhurst, Chichester, West Sussex, England, United Kingdom"
3564,POINT EMPTY,
3565,POINT EMPTY,
3566,POINT (-89.42339767963091 43.077555149999995),"Near West Fields, 2001, Observatory Drive, Madison, Dane County, Wisconsin, 53706, United States"
3567,POINT (98.9858802 18.7882778),"เชียงใหม่, ป่าแดด, อำเภอสารภี, 55520, ประเทศไทย"
3568,POINT (21.0070903 56.5048435),"Liepāja, Kurzeme, Latvija"
3569,POINT EMPTY,
3570,POINT (27.4929211 41.9823535),"Паркинг при некропола Пропада, Е87, Малко Търново, Бургас, 8162, България"
3571,POINT (76.5814274 60.9339411),"городской округ Нижневартовск, Ханты-Мансийский автономный округ — Югра, Уральский федеральный округ, Россия"
3572,POINT (34.297642 48.247669),"Преображенка, Затишнянська сільська громада, Кам'янський район, Дніпропетровська область, 52360, Україна"
3573,POINT EMPTY,
3574,POINT (-74.8234961 39.9009472),"Medford Township, Burlington County, New Jersey, 08055, United States"
3575,POINT (2.373809 48.6904063),"Juvisy-sur-Orge, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91260, France"
3576,POINT (15.6397556 38.1035389),"Reggio di Calabria, Reggio Calabria, Calabria, Italia"
3577,POINT EMPTY,
3578,POINT EMPTY,
3579,POINT EMPTY,
3580,POINT (72.0832124 42.5240807),"Camping spot near river in quiet forest, Манас улица, Өзгөрүш, Талас облусу, Кыргызстан"
3581,POINT (-83.91121474543131 33.027208200000004),"Comfort Suites Forsyth Near I-75, 343, Harold G. Clarke Parkway, Forsyth, Monroe County, Georgia, 31029, United States"
3582,POINT EMPTY,
3583,POINT (-159.71360256911737 21.9672815),"Kekaha, Kauaʻi County, Hawaii, 96752, United States"
3584,POINT (5.812435334419206 34.784563500000004),"Biskra ⴱⴻⵙⴽⵔⴰ بسكرة, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر"
3585,POINT (6.1474935 5.4624508),"Uli, Isoko South, Delta, Nigeria"
3586,POINT EMPTY,
3587,POINT EMPTY,
3588,POINT (-80.41990564699557 -0.7326786000000001),"Sucre, Manabí, Ecuador"
3589,POINT (93.715744 51.131943),"Хову-Аксы, Сумон Хову-Аксы, Чеди-Хольский кожуун, Республика Тыва, Сибирский федеральный округ, Россия"
3590,POINT (-93.0538852 41.6997139),"Newton, Jasper County, Iowa, 50208, United States"
3591,POINT EMPTY,
3592,POINT EMPTY,
3593,POINT EMPTY,
3594,POINT EMPTY,
3595,POINT (-51.1595023 -23.3112878),"Londrina, Região Geográfica Imediata de Londrina, Região Geográfica Intermediária de Londrina, Paraná, Região Sul, Brasil"
3596,POINT (-125.2441538 50.023071),"Campbell River, Strathcona Regional District, British Columbia, Canada"
3597,POINT EMPTY,
3598,POINT (6.1474935 5.4624508),"Uli, Isoko South, Delta, Nigeria"
3599,POINT (-1.7594826863575268 4.90037595),"Maame Atta Akosua Plaza, Near Columbia Road, Plot Alley, Chapel Hill, Takoradi, Sekondi Takoradi Metropolitan District, Western Region, +233, Ghana"
3600,POINT (89.2852741 22.9372087),"খুলনা বিভাগ, বাংলাদেশ"
3601,POINT EMPTY,
3602,POINT (-66.3790642 50.2109579),"Sept-Îles, Sept-Rivières, Côte-Nord, Québec, Canada"
3603,POINT EMPTY,
3604,POINT (-83.5238182 8.9630807),"Puerto Cortés, Cantón Osa, Provincia Puntarenas, 60501, Costa Rica"
3605,POINT (-70.3539579 -8.1648652),"Feijó, Região Geográfica Imediata de Tarauacá, Região Geográfica Intermediária de Cruzeiro do Sul, Acre, Região Norte, Brasil"
3606,POINT EMPTY,
3607,POINT (-72.288666 43.703622),"Hanover, Grafton County, New Hampshire, United States"
3608,POINT (-117.8732213 33.7494951),"Santa Ana, Orange County, California, United States"
3609,POINT (105.71559464914924 16.500195849999997),"ສະຫວັນນະເຂດ, ປະເທດລາວ"
3610,POINT (-154.14143444380733 59.7837275),"Pedro Bay, Lake and Peninsula, Alaska, 99647, United States"
3611,POINT (-76.5264613 41.7746685),"Bradford County, Pennsylvania, United States"
3612,POINT (-148.397837 70.2450108),"Prudhoe Bay, North Slope, Alaska, 99734, United States"
3613,POINT (-149.80817355784652 61.253281650000005),"Elmendorf Air Force Base, North Post Road, Wilson Village, Anchorage, Alaska, 88591, United States"
3614,POINT (-116.602983 31.8658887),"Ensenada, Municipio de Ensenada, Baja California, México"
3615,POINT EMPTY,
3616,POINT (118.5801181 -20.3111814),"Port Hedland, Town Of Port Hedland, Western Australia, 6721, Australia"
3617,POINT (-151.1409141 61.0684293),"Tyonek, Kenai Peninsula, Alaska, 99682, United States"
3618,POINT EMPTY,
3619,POINT EMPTY,
3620,POINT EMPTY,
3621,POINT (107.5883231 16.4629145),"Lots of street foods near the hospital, Hai Bà Trưng, Phường Vĩnh Ninh, Thành phố Huế, Tỉnh Thừa Thiên Huế, 54000, Việt Nam"
3622,POINT EMPTY,
3623,POINT (120.184982 22.9912348),"臺南市, 臺灣"
3624,POINT (-152.37710349049462 63.816031499999994),"Lake Minchumina, Unorganized Borough, Alaska, 99757, United States"
3625,POINT (-71.6443596 10.6498095),"Municipio Maracaibo, Zulia, Venezuela"
3626,POINT (19.5579106 49.6600228),"Zawoja, gmina Zawoja, powiat suski, województwo małopolskie, Polska"
3627,POINT EMPTY,
3628,POINT EMPTY,
3629,POINT EMPTY,
3630,POINT EMPTY,
3631,POINT (-106.71324849574629 35.212870949999996),"Joe M. Lucero Hillside, Albuquerque, Bernalillo County, New Mexico, United States"
3632,POINT (145.17083142450304 -36.924626),"Mangalore, Shire of Strathbogie, Victoria, Australia"
3633,POINT EMPTY,
3634,POINT (-71.1836547 44.4688795),"Berlin, Coos County, New Hampshire, 03570, United States"
3635,POINT EMPTY,
3636,POINT EMPTY,
3637,POINT (-4.6113017 55.4982802),"Prestwick, South Ayrshire, Alba / Scotland, KA9 1PA, United Kingdom"
3638,POINT EMPTY,
3639,POINT EMPTY,
3640,POINT (-81.243372 42.9832406),"London, Ontario, N6A 3N7, Canada"
3641,POINT (-93.6046655 41.5910323),"Des Moines, Polk County, Iowa, United States"
3642,POINT EMPTY,
3643,POINT EMPTY,
3644,POINT (31.045686 -17.831773),"Harare, Harare Province, Zimbabwe"
3645,POINT EMPTY,
3646,POINT (-60.4289718 -24.5955306),"Formosa, Argentina"
3647,POINT (-40.8414804 -14.8567487),"Vitória da Conquista, Região Geográfica Imediata de Vitória da Conquista, Região Geográfica Intermediária de Vitória da Conquista, Bahia, Região Nordeste, Brasil"
3648,POINT EMPTY,
3649,POINT (-104.76338164381983 20.5533013),"Mascota, Jalisco, México"
3650,POINT (-76.3188928 4.2123039),"Trujillo, Centro, Valle del Cauca, Colombia"
3651,POINT (-93.2946576 37.1968298),"Springfield, Greene County, Missouri, United States"
3652,POINT (-158.03648372697478 21.48343645),"Oʻahu, Honolulu County, Hawaii, United States"
3653,POINT EMPTY,
3654,POINT EMPTY,
3655,POINT (-73.2107266 40.7300685),"Town of Islip, Suffolk County, New York, United States"
3656,POINT EMPTY,
3657,POINT EMPTY,
3658,POINT EMPTY,
3659,POINT (92.7972003356383 55.9151441),"Территория ограниченного посещения (буферная зона) заповедника «Столбы», Красноярский край, Сибирский федеральный округ, Россия"
3660,POINT EMPTY,
3661,POINT (82.9234509 55.0282171),"городской округ Новосибирск, Новосибирская область, Сибирский федеральный округ, Россия"
3662,POINT (103.87358623307097 1.3074089500000001),"Old Kallang Airport Terminal Building, 9, Kallang Airport Way, Kallang, Singapore, Southeast, 397750, Singapore"
3663,POINT (149.2084967 -21.642737),"Off Hatfields Road, Koumala, Mackay Regional, Queensland, Australia"
3664,POINT EMPTY,
3665,POINT (-100.315258 25.6802019),"Monterrey, Nuevo León, 64010, México"
3666,POINT EMPTY,
3667,POINT EMPTY,
3668,POINT (-105.542908 50.401515),"Moose Jaw, Division No. 7, Saskatchewan, Canada"
3669,POINT EMPTY,
3670,POINT (-71.6058502 -35.8536744),"Batuco, Pamparraza, Linares, Provincia de Linares, Región del Maule, Chile"
